⺁	〔※⺁※丿※丿※※〕
㳁	〔※氵※厂※人※󰁶※〕
㳂	〔※氵※八※厶※󰁶※〕
㳃	〔※氵※九※十※󰀢※〕
㳄	〔※氵※⺈※人※󰁶※〕
㳅	〔※氵※丆※卜※󰁶※〕
㳆	〔※氵※󰁦※十※󰀢※〕
㳇	〔※氵※八※乂※󰁶※〕
㳈	〔※氵※十※儿※󰁀※〕
㳉	〔※氵※月※󰀝※※〕
㳊	〔※氵※攵※󰁶※※〕
㳋	〔※氵※丘※󰀝※※〕
㳌	〔※氵※甲※󰀢※※〕
㳍	〔※氵※󰁼※冂※丨※〕
㳎	〔※氵※厶※廾※󰀢※〕
㳏	〔※氵※口※乂※󰁶※〕
㳐	〔※氵※木※乚※󰁀※〕
㳑	〔※氵※皿※󰀝※※〕
㳒	〔※氵※大※厶※󰁶※〕
㳓	〔※氵※󰁼※口※󰀝※〕
㳔	〔※氵※又※寸※󰁶※〕
㳕	〔※氵※丷※三※󰀝※〕
㳖	〔※氵※亠※󰀔※󰁶※〕
㳗	〔※氵※又※丶※土※〕
㳘	〔※氵※亠※厶※儿※〕
㳙	〔※氵※厶※月※󰀝※〕
㳚	〔※氵※戈※人※󰁶※〕
㳛	〔※氵※臼※人※󰁶※〕
㳜	〔※氵※亻※木※󰁶※〕
㳝	〔※氵※亻※丿※士※〕
㳞	〔※氵※亻※口※丨※〕
㳟	〔※󰁺※八※氺※󰁧※〕
㳠	〔※氵※大※辶※󰁶※〕
㳡	〔※氵※寸※辶※󰁶※〕
㳢	〔※氵※丿※大※󰀯※〕
㳣	〔※氵※土※丿※匕※〕
㳤	〔※氵※廾※灬※󰁶※〕
㳥	〔※氵※王※廾※󰀢※〕
㳦	〔※氵※戈※廾※󰀢※〕
㳧	〔※氵※耳※乚※󰁀※〕
㳨	〔※氵※巛※一※夕※〕
㳩	〔※氵※工※󰀼※亠※〕
㳪	〔※氵※丆※卜※口※〕
㳫	〔※水※臼※󰀘※※〕
㳬	〔※氵※󰁿※乛※󰁾※〕
㳭	〔※氵※口※木※󰁶※〕
㳮	〔※氵※尸※水※󰁶※〕
㳯	〔※氵※辛※󰀢※※〕
㳰	〔※氵※亠※厶※廾※〕
㳱	〔※氵※阝※日※󰀝※〕
㳲	〔※氵※氵※大※丶※〕
㳳	〔※氵※十※口※儿※〕
㳴	〔※氵※心※丿※土※〕
㳵	〔※氵※禾※子※󰀝※〕
㳶	〔※氵※爫※孑※乚※〕
㳷	〔※氵※勹※󰁤※日※〕
㳸	〔※氵※艹※亻※󰁳※〕
㳹	〔※氵※木※王※󰀝※〕
㳺	〔※氵※扌※󰁿※子※〕
㳻	〔※氵※󰁺※日※󰀝※〕
㳼	〔※戈※口※󰀞※水※〕
㳽	〔※氵※弓※󰁿※小※〕
㳾	〔※氵※⺶※乚※󰁀※〕
㳿	〔※氵※亠※厶※木※〕
㴀	〔※氵※艹※丿※之※〕
㴁	〔※氵※一※大※󰀯※〕
㴂	〔※氵※工※冂※土※〕
㴃	〔※氵※丶※尸※水※〕
㴄	〔※氵※囗※八※󰀿※〕
㴅	〔※水※囗※八※口※〕
㴆	〔※氵※彐※冖※丨※〕
㴇	〔※水※水※水※󰁶※〕
㴈	〔※氵※丘※山※󰀢※〕
㴉	〔※氵※厶※厶※二※〕
㴊	〔※氵※䒑※凵※刂※〕
㴋	〔※氵※󰁬※丨※八※〕
㴌	〔※氵※女※古※󰀝※〕
㴍	〔※氵※了※三※󰀩※〕
㴎	〔※氵※大※二※小※〕
㴏	〔※氵※宀※八※王※〕
㴐	〔※氵※目※一※󰁔※〕
㴑	〔※氵※广※䒑※丿※〕
㴒	〔※氵※亠※󰁖※廾※〕
㴓	〔※氵※田※心※󰁶※〕
㴔	〔※氵※⺈※彐※心※〕
㴕	〔※氵※艹※禾※󰁶※〕
㴖	〔※氵※廿※󰀜※󰀢※〕
㴗	〔※氵※覀※女※󰀝※〕
㴘	〔※氵※󰀰※目※󰀝※〕
㴙	〔※氵※丿※十※臼※〕
㴚	〔※氵※䒑※󰀓※󰁶※〕
㴛	〔※氵※一※厶※攵※〕
㴜	〔※氵※丶※尸※艹※〕
㴝	〔※禾※刂※人※水※〕
㴞	〔※氵※爫※丨※日※〕
㴟	〔※氵※厂※日※子※〕
㴠	〔※氵※了※口※凵※〕
㴡	〔※氵※禾※日※󰀝※〕
㴢	〔※氵※氵※亻※丨※〕
㴣	〔※氵※氵※一※人※〕
㴤	〔※氵※木※丶※王※〕
㴥	〔※氵※山※⺌※月※〕
㴦	〔※氵※宀※口※口※〕
㴧	〔※氵※丿※目※心※〕
㴨	〔※氵※月※䒑※大※〕
㴩	〔※氵※巛※口※巴※〕
㴪	〔※氵※丿※目※木※〕
㴫	〔※氵※󰁬※丿※阝※〕
㴬	〔※氵※丿※󰀽※寸※〕
㴭	〔※氵※宀※八※目※〕
㴮	〔※氵※尸※⺌※月※〕
㴯	〔※氵※月※匕※日※〕
㴰	〔※氵※厶※月※匕※〕
㴱	〔※氵※宀※八※丷※〕
㴲	〔※氵※⺁※虍※几※〕
㴳	〔※氵※土※󰁼※丶※〕
㴴	〔※氵※火※一※󰁐※〕
㴵	〔※氵※心※丿※皿※〕
㴶	〔※氵※冖※亻※󰁷※〕
㴷	〔※氵※耳※冖※󰁜※〕
㴸	〔※氵※門※人※󰁶※〕
㴹	〔※氵※米※辶※󰁶※〕
㴺	〔※氵※氵※大※人※〕
㴻	〔※氵※一※口※寸※〕
㴼	〔※氵※宀※亻※日※〕
㴽	〔※氵※丿※米※心※〕
㴾	〔※氵※十※冖※攵※〕
㴿	〔※氵※丁※丆※貝※〕
㵀	〔※氵※方※󰁿※大※〕
㵁	〔※氵※艹※亠※󰀸※〕
㵂	〔※氵※广※廿※灬※〕
㵃	〔※氵※虫※宀※匕※〕
㵄	〔※氵※戈※口※大※〕
㵅	〔※氵※人※丶※貝※〕
㵆	〔※氵※日※丿※口※〕
㵇	〔※氵※丿※古※甘※〕
㵈	〔※氵※氵※女※古※〕
㵉	〔※氵※氵※木※木※〕
㵊	〔※氵※日※耳※又※〕
㵋	〔※氵※罒※貝※󰁶※〕
㵌	〔※氵※彳※⺁※目※〕
㵍	〔※氵※門※心※󰁶※〕
㵎	〔※氵※門※月※󰀝※〕
㵏	〔※氵※艹※亠※十※〕
㵐	〔※氵※厂※䒑※人※〕
㵑	〔※氵※力※口※貝※〕
㵒	〔※氵※弓※󰀯※貝※〕
㵓	〔※氵※宀※日※󰁾※〕
㵔	〔※氵※大※土※日※〕
㵕	〔※氵※厶※厶※⺗※〕
㵖	〔※氵※女※口※小※〕
㵗	〔※冫※󰀋※灬※水※〕
㵘	〔※水※水※水※水※〕
㵙	〔※氵※士※口※口※〕
㵚	〔※氵※八※乂※金※〕
㵛	〔※氵※羊※䒑※口※〕
㵜	〔※氵※氵※十※十※〕
㵝	〔※氵※亠※󰀔※口※〕
㵞	〔※氵※禾※火※心※〕
㵟	〔※氵※彳※山※攵※〕
㵠	〔※氵※宀※八※山※〕
㵡	〔※氵※󰀙※勹※巳※〕
㵢	〔※氵※󰀙※田※󰀝※〕
㵣	〔※氵※日※勹※人※〕
㵤	〔※氵※羽※大※人※〕
㵥	〔※氵※宀※心※皿※〕
㵦	〔※氵※󰁼※工※辶※〕
㵧	〔※氵※艹※日※󰁐※〕
㵨	〔※尸※口※辛※水※〕
㵩	〔※氵※艹※廿※木※〕
㵪	〔※氵※丷※王※人※〕
㵫	〔※氵※子※孑※日※〕
㵬	〔※氵※月※乃※皿※〕
㵭	〔※氵※土※丿※灬※〕
㵮	〔※氵※大※廿※󰀟※〕
㵯	〔※氵※󰁰※一※灬※〕
㵰	〔※氵※󰀗※一※八※〕
㵱	〔※氵※覀※二※寸※〕
㵲	〔※氵※󰁿※一※㐄※〕
㵳	〔※氵※宀※羽※彡※〕
㵴	〔※氵※戈※爿※丨※〕
㵵	〔※氵※耳※又※乑※〕
㵶	〔※氵※十※戈※󰁷※〕
㵷	〔※辛※氵※辛※󰀢※〕
㵸	〔※氵※人※一※艹※〕
㵹	〔※氵※山※艹※大※〕
㵺	〔※氵※⺮※白※十※〕
㵻	〔※氵※月※臼※又※〕
㵼	〔※氵※冖※臼※灬※〕
㵽	〔※氵※田※田※田※〕
㵾	〔※氵※󰁽※月※儿※〕
㵿	〔※氵※白※白※白※〕
㶀	〔※氵※月※羽※彡※〕
㶁	〔※氵※爫※寸※几※〕
㶂	〔※氵※氵※󰁺※八※〕
㶃	〔※氵※氵※󰁿※灬※〕
㶄	〔※氵※門※⺈※臼※〕
㶅	〔※氵※󰀗※乂※子※〕
㶆	〔※氵※言※土※日※〕
㶇	〔※氵※木※󰁺※八※〕
㶈	〔※氵※火※火※虫※〕
㶉	〔※氵※爫※幺※一※〕
㶊	〔※氵※匚※丨※貝※〕
㶋	〔※氵※业※󰀓※󰁽※〕
㶌	〔※氵※耳※幺※一※〕
㶍	〔※氵※󰁢※灬※羊※〕
㶎	〔※氵※罒※一※辶※〕
㶏	〔※氵※阝※爫※心※〕
㶐	〔※氵※广※亻※心※〕
㶑	〔※氵※人※一※人※〕
㶒	〔※氵※門※󰀋※灬※〕
㶓	〔※氵※艹※戈※丨※〕
㶔	〔※氵※罒※罒※大※〕
㶕	〔※氵※⺮※門※日※〕
㶖	〔※氵※亻※丨※灬※〕
㶗	〔※󰁿※母※幺※水※〕
㶘	〔※氵※⺮※覀※早※〕
㶙	〔※氵※氵※业※󰁽※〕
㶚	〔※氵※覀※廿※月※〕
㶛	〔※氵※方※󰁿※八※〕
㶜	〔※氵※尸※䒑※刂※〕
㶝	〔※氵※氵※广※心※〕
㶞	〔※氵※日※亠※󰀔※〕
㶟	〔※氵※田※田※小※〕
㶠	〔※氵※󰀋※灬※十※〕
㶡	〔※󰁰※火※󰀦※※〕
㶢	〔※火※九※󰀅※※〕
㶣	〔※干※火※󰁧※※〕
㶤	〔※火※夕※󰁶※※〕
㶥	〔※火※干※󰀢※※〕
㶦	〔※火※󰁻※乛※亅※〕
㶧	〔※火※冂※人※󰁶※〕
㶨	〔※丆※卜※灬※󰁧※〕
㶩	〔※火※冖※󰁜※󰁀※〕
㶪	〔※丆※卜※火※󰁧※〕
㶫	〔※大※丷※火※󰁧※〕
㶬	〔※火※一※木※󰁶※〕
㶭	〔※火※幺※力※󰁥※〕
㶮	〔※一※冂※人※火※〕
㶯	〔※火※󰁚※丿※卩※〕
㶰	〔※火※甘※󰀝※※〕
㶱	〔※火※木※一※󰀝※〕
㶲	〔※火※用※󰀢※※〕
㶳	〔※󰁬※󰀟※火※󰁧※〕
㶴	〔※火※夕※夕※󰁶※〕
㶵	〔※亻※丿※士※灬※〕
㶶	〔※火※冖※󰀔※󰁶※〕
㶷	〔※火※勹※日※󰀝※〕
㶸	〔※火※力※力※力※〕
㶹	〔※火※工※水※󰁶※〕
㶺	〔※火※一※大※口※〕
㶻	〔※夂※三※丨※灬※〕
㶼	〔※火※厶※󰁿※大※〕
㶽	〔※火※口※冂※人※〕
㶾	〔※覀※一※火※󰁧※〕
㶿	〔※火※十※冖※子※〕
㷀	〔※火※火※⺄※十※〕
㷁	〔※火※󰁻※󰀒※󰀢※〕
㷂	〔※匚※丨※󰁃※火※〕
㷃	〔※火※󰀍※󰀖※󰁧※〕
㷄	〔※火※日※木※󰁶※〕
㷅	〔※耳※又※火※󰁧※〕
㷆	〔※火※丿※㠯※十※〕
㷇	〔※夕※夕※󰁼※火※〕
㷈	〔※火※大※日※乚※〕
㷉	〔※尸※二※火※寸※〕
㷊	〔※木※木※灬※󰁧※〕
㷋	〔※火※火※火※󰁶※〕
㷌	〔※火※彐※冖※丨※〕
㷍	〔※火※人※一※艹※〕
㷎	〔※火※日※勹※󰁐※〕
㷏	〔※禾※󰁿※十※火※〕
㷐	〔※火※臼※土※󰀝※〕
㷑	〔※火※覀※土※󰀘※〕
㷒	〔※火※日※冂※丶※〕
㷓	〔※火※勹※󰁤※心※〕
㷔	〔※火※爫※丨※日※〕
㷕	〔※丷※西※一※火※〕
㷖	〔※日※火※刀※口※〕
㷗	〔※丿※㠯※巳※火※〕
㷘	〔※火※厶※口※木※〕
㷙	〔※火※䒑※月※刂※〕
㷚	〔※火※󰁸※冖※丁※〕
㷛	〔※亻※口※木※灬※〕
㷜	〔※火※亠※󰁖※大※〕
㷝	〔※火※宀※八※犬※〕
㷞	〔※火※厂※日※子※〕
㷟	〔※火※丿※㠯※辶※〕
㷠	〔※火※火※夕※㐄※〕
㷡	〔※目※匚※󰁃※火※〕
㷢	〔※⺶※工※火※󰁧※〕
㷣	〔※火※丷※王※󰀟※〕
㷤	〔※士※冖※一※又※〕
㷥	〔※火※火※了※一※〕
㷦	〔※耳※火※灬※󰁧※〕
㷧	〔※火※厂※白※小※〕
㷨	〔※火※山※夂※丨※〕
㷩	〔※丿※匚※丨※火※〕
㷪	〔※火※亻※󰁷※乃※〕
㷫	〔※士※󰁅※几※火※〕
㷬	〔※火※艹※日※大※〕
㷭	〔※夂※三※丨※火※〕
㷮	〔※火※一※󰀿※日※〕
㷯	〔※火※土※三※󰀟※〕
㷰	〔※火※亠※乂※厶※〕
㷱	〔※厶※月※土※灬※〕
㷲	〔※火※丿※一※力※〕
㷳	〔※厂※亻※亻※火※〕
㷴	〔※厂※禾※禾※火※〕
㷵	〔※火※󰀹※土※灬※〕
㷶	〔※亻※󰁺※丿※灬※〕
㷷	〔※火※巳※巳※八※〕
㷸	〔※火※日※一※󰀟※〕
㷹	〔※火※艹※󰀥※早※〕
㷺	〔※⺈※臼※攵※火※〕
㷻	〔※火※󰁿※一※灬※〕
㷼	〔※廿※口※󰁩※火※〕
㷽	〔※火※羊※䒑※口※〕
㷾	〔※火※虍※一※󰀓※〕
㷿	〔※火※人※一※人※〕
㸀	〔※火※󰁸※冂※土※〕
㸁	〔※火※业※䒑※未※〕
㸂	〔※䒑※󰀓※辶※火※〕
㸃	〔※󰀹※土※󰀥※灬※〕
㸄	〔※火※󰀴※󰀳※󰀝※〕
㸅	〔※火※⺮※󰁮※卩※〕
㸆	〔※火※丿※土※三※〕
㸇	〔※火※夫※夫※貝※〕
㸈	〔※亻※󰁷※亻※火※〕
㸉	〔※辛※火※火※火※〕
㸊	〔※火※木※口※貝※〕
㸋	〔※󰁝※火※丿※田※〕
㸌	〔※火※󰀙※亻※󰁷※〕
㸍	〔※火※虍※一※戈※〕
㸎	〔※火※耳※耳※耳※〕
㸏	〔※广※木※木※火※〕
㸐	〔※廿※口※夫※灬※〕
㸑	〔※󰀗※󰀿※一※火※〕
㸒	〔※爫※丿※士※󰀘※〕
㸓	〔※爫※日※󰀘※※〕
㸔	〔※丿※丷※󰁼※目※〕
㸕	〔※⺁※丨※󰂃※又※〕
㸖	〔※八※乂※󰀐※一※〕
㸗	〔※八※乂※冂※口※〕
㸘	〔※八※乂※罒※丁※〕
㸙	〔※八※乂※土※日※〕
㸚	〔※乂※乂※乂※乂※〕
㸛	〔※爿※刀※口※󰀝※〕
㸜	〔※爿※宀※八※工※〕
㸝	〔※丿※丨※一※人※〕
㸞	〔※丿※丨※一※󰁈※〕
㸟	〔※丿※丨※一※日※〕
㸠	〔※丿※丨※一※󰀪※〕
㸡	〔※丿※丨※一※未※〕
㸢	〔※丿※丨※一※󰀒※〕
㸣	〔※丿※丨※一※未※〕
㸤	〔※辛※丿※丨※辛※〕
㸥	〔※丿※丨※一※丶※〕
㸦	〔※󰀄※亅※󰂃※󰀦※〕
㸧	〔※󰀄※亅※丿※艮※〕
㸨	〔※牜※󰁐※丨※󰀢※〕
㸩	〔※牜※干※󰀢※※〕
㸪	〔※牜※川※󰀢※※〕
㸫	〔※牜※斤※󰀢※※〕
㸬	〔※牜※一※冂※丨※〕
㸭	〔※牜※巴※󰁀※※〕
㸮	〔※牜※八※刀※󰁥※〕
㸯	〔※牜※󰁦※十※󰀢※〕
㸰	〔※牜※宀※匕※󰁀※〕
㸱	〔※牜※󰁿※也※󰁀※〕
㸲	〔※牜※󰁿※丨※二※〕
㸳	〔※牜※人※丶※󰁻※〕
㸴	〔※石※丿※󰀟※󰀬※〕
㸵	〔※牜※士※口※󰀝※〕
㸶	〔※牜※囗※大※󰁶※〕
㸷	〔※三※丨※刀※󰀟※〕
㸸	〔※牜※⺁※一※口※〕
㸹	〔※牜※爫※寸※󰁶※〕
㸺	〔※氵※小※丿※󰀟※〕
㸻	〔※牜※厶※󰁿※大※〕
㸼	〔※牜※夂※三※丨※〕
㸽	〔※牜※貝※󰁶※※〕
㸾	〔※牜※刀※丶※心※〕
㸿	〔※牜※士※冖※几※〕
㹀	〔※牜※十※冖※子※〕
㹁	〔※牜※󰁸※小※󰁶※〕
㹂	〔※匚※丨※󰁃※󰀟※〕
㹃	〔※丨※三※丨※󰀟※〕
㹄	〔※牜※田※八※夂※〕
㹅	〔※牜※勹※󰁤※心※〕
㹆	〔※牜※冖※車※󰀢※〕
㹇	〔※牜※日※勹※󰁐※〕
㹈	〔※未※攵※丿※󰀟※〕
㹉	〔※牜※厂※白※小※〕
㹊	〔※牜※冖※亻※󰁷※〕
㹋	〔※牜※亻※丨※彡※〕
㹌	〔※牜※立※丿※󰁽※〕
㹍	〔※牜※亠※丷※古※〕
㹎	〔※牜※田※幺※小※〕
㹏	〔※牜※廿※口※󰁽※〕
㹐	〔※彳※人※人※󰀟※〕
㹑	〔※牜※󰀁※二※丶※〕
㹒	〔※牜※业※䒑※夫※〕
㹓	〔※牜※土※土※儿※〕
㹔	〔※牜※一※田※一※〕
㹕	〔※二※儿※丆※󰀟※〕
㹖	〔※牜※丷※夫※󰀓※〕
㹗	〔※牜※士※乛※寸※〕
㹘	〔※牜※󰀙※丆※󰀭※〕
㹙	〔※牜※火※火※目※〕
㹚	〔※牜※火※火※口※〕
㹛	〔※牜※丆※目※夂※〕
㹜	〔※犬※犬※󰁶※※〕
㹝	〔※犭※󰁥※󰁚※󰀁※〕
㹞	〔※犭※󰁥※斤※󰀢※〕
㹟	〔※犭※󰁥※󰁄※人※〕
㹠	〔※犭※󰁥※一※乚※〕
㹡	〔※犭※󰁥※亠※幺※〕
㹢	〔※犭※󰁥※力※口※〕
㹣	〔※犭※󰁥※夂※󰁦※〕
㹤	〔※犭※󰁥※土※厶※〕
㹥	〔※犭※󰁥※丶※王※〕
㹦	〔※犭※󰁥※刀※口※〕
㹧	〔※犭※󰁥※󰀿※大※〕
㹨	〔※犭※󰁥※由※󰀝※〕
㹩	〔※犭※󰁥※又※土※〕
㹪	〔※犭※󰁥※󰀼※一※〕
㹫	〔※犭※󰁥※一※人※〕
㹬	〔※犭※󰁥※一※乂※〕
㹭	〔※犭※󰁥※日※丿※〕
㹮	〔※犭※󰁥※丆※日※〕
㹯	〔※犭※󰁥※亻※木※〕
㹰	〔※犭※󰁥※⺌※儿※〕
㹱	〔※犭※󰁥※口※󰁾※〕
㹲	〔※犭※󰁥※土※子※〕
㹳	〔※犭※󰁥※五※口※〕
㹴	〔※犭※󰁥※一※乂※〕
㹵	〔※犭※󰁥※一※工※〕
㹶	〔※犭※󰁥※丿※廴※〕
㹷	〔※乂※󰁼※冂※犬※〕
㹸	〔※犭※󰁥※白※儿※〕
㹹	〔※犭※󰁥※广※人※〕
㹺	〔※犭※󰁥※水※日※〕
㹻	〔※犭※󰁥※禾※女※〕
㹼	〔※犭※󰁥※勹※米※〕
㹽	〔※犭※󰁥※戈※戈※〕
㹾	〔※犭※󰁥※夂※口※〕
㹿	〔※犭※󰁥※󰀥※早※〕
㺀	〔※犭※󰁥※勹※心※〕
㺁	〔※犭※󰁥※巛※乂※〕
㺂	〔※犭※󰁥※戊※口※〕
㺃	〔※犭※󰁥※艹※口※〕
㺄	〔※犭※󰁥※人※刂※〕
㺅	〔※犭※󰁥※⺈※大※〕
㺆	〔※犭※󰁥※讠※贝※〕
㺇	〔※犭※󰁥※匚※犬※〕
㺈	〔※犭※󰁥※凵※虫※〕
㺉	〔※士※冖※一※又※〕
㺊	〔※犭※󰁥※丷※心※〕
㺋	〔※犭※󰁥※八※羽※〕
㺌	〔※犭※󰁥※䒑※八※〕
㺍	〔※犭※󰁥※宀※八※〕
㺎	〔※犭※󰁥※广※丨※〕
㺏	〔※犭※󰁥※󰀻※女※〕
㺐	〔※犭※󰁥※巛※木※〕
㺑	〔※犭※󰁥※厶※彡※〕
㺒	〔※犭※󰁥※羽※彡※〕
㺓	〔※犭※󰁥※󰁽※貝※〕
㺔	〔※犭※󰁥※爫※灬※〕
㺕	〔※犭※󰁥※丿※田※〕
㺖	〔※犭※󰁥※乛※攵※〕
㺗	〔※犭※󰁥※口※十※〕
㺘	〔※犭※󰁥※亻※灬※〕
㺙	〔※犭※󰁥※宀※贝※〕
㺚	〔※犭※󰁥※土※辶※〕
㺛	〔※犭※󰁥※󰀋※廾※〕
㺜	〔※犭※󰁥※󰀿※󰀖※〕
㺝	〔※犭※󰁥※匚※皿※〕
㺞	〔※犭※󰁥※󰀗※八※〕
㺟	〔※犭※󰁥※羽※󰁷※〕
㺠	〔※犭※󰁥※宀※󰂃※〕
㺡	〔※犭※󰁥※厂※止※〕
㺢	〔※犭※󰁥※󰀙※󰁷※〕
㺣	〔※犭※󰁥※虍※戈※〕
㺤	〔※犭※󰁥※人※󰀞※〕
㺥	〔※犭※󰁥※⺈※丶※〕
㺦	〔※犭※󰁥※耳※一※〕
㺧	〔※犭※󰁥※口※口※〕
㺨	〔※王※厶※󰁶※※〕
㺩	〔※王※󰁐※丨※󰀢※〕
㺪	〔※王※卜※󰁶※※〕
㺫	〔※王※刂※󰀢※※〕
㺬	〔※王※几※丶※󰁶※〕
㺭	〔※王※子※󰀝※※〕
㺮	〔※王※二※󰁔※󰁀※〕
㺯	〔※王※大※󰁧※※〕
㺰	〔※王※一※冂※丨※〕
㺱	〔※亻※乃※王※丶※〕
㺲	〔※王※󰁈※丨※一※〕
㺳	〔※王※󰀥※又※󰁶※〕
㺴	〔※王※犬※󰁶※※〕
㺵	〔※王※⺈※人※󰁶※〕
㺶	〔※王※󰁦※十※󰀢※〕
㺷	〔※王※木※丶※󰁶※〕
㺸	〔※亻※几※丶※丶※〕
㺹	〔※王※厶※廾※󰀢※〕
㺺	〔※王※目※󰀝※※〕
㺻	〔※王※一※冂※丨※〕
㺼	〔※王※乛※󰁾※󰁶※〕
㺽	〔※王※丆※卜※一※〕
㺾	〔※王※冂※口※󰀝※〕
㺿	〔※王※匚※丨※丨※〕
㻀	〔※王※日※乂※󰁶※〕
㻁	〔※王※囗※口※󰀝※〕
㻂	〔※王※䒑※廾※󰀢※〕
㻃	〔※󰀿※󰁺※王※丶※〕
㻄	〔※王※丿※一※󰁾※〕
㻅	〔※王※人※二※厶※〕
